日期,指数代码,指数中文全称,指数中文简称,指数英文全称,指数英文简称,开盘,最高,最低,收盘,涨跌,涨跌幅,成交量,成交金额,样本数量,滚动市盈率,date
2020-12-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1930.11,,,0.0,0.0,5.0,,2020-12-29
2020-12-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1932.95,,,0.0,0.0,5.0,,2020-12-30
2020-12-31,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1935.78,,,0.0,0.0,5.0,,2020-12-31
2021-01-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1939.43,,,0.0,0.0,5.0,,2021-01-04
2021-01-05,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1942.32,,,0.0,0.0,5.0,,2021-01-05
2021-01-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1944.07,,,0.0,0.0,5.0,,2021-01-06
2021-01-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1946.26,,,0.0,0.0,5.0,,2021-01-07
2021-01-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1946.02,,,0.0,0.0,5.0,,2021-01-08
2021-01-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1940.73,,,0.0,0.0,5.0,,2021-01-11
2021-01-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1945.66,,,0.0,0.0,5.0,,2021-01-12
2021-01-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1945.91,,,0.0,0.0,5.0,,2021-01-13
2021-01-14,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1944.23,,,0.0,0.0,5.0,,2021-01-14
2021-01-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1943.52,,,0.0,0.0,5.0,,2021-01-15
2021-01-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1943.68,,,0.0,0.0,5.0,,2021-01-18
2021-01-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1941.69,,,0.0,0.0,5.0,,2021-01-19
2021-01-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1943.6,,,0.0,0.0,5.0,,2021-01-20
2021-01-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1948.09,,,0.0,0.0,5.0,,2021-01-21
2021-01-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1948.01,,,0.0,0.0,5.0,,2021-01-22
2021-01-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1948.59,,,0.0,0.0,5.0,,2021-01-25
2021-01-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1944.21,,,0.0,0.0,5.0,,2021-01-26
2021-01-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1943.55,,,0.0,0.0,5.0,,2021-01-27
2021-01-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1937.79,,,0.0,0.0,5.0,,2021-01-28
2021-01-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1936.78,,,0.0,0.0,5.0,,2021-01-29
2021-02-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1940.51,,,0.0,0.0,5.0,,2021-02-01
2021-02-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1941.85,,,0.0,0.0,5.0,,2021-02-02
2021-02-03,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1938.93,,,0.0,0.0,5.0,,2021-02-03
2021-02-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1936.47,,,0.0,0.0,5.0,,2021-02-04
2021-02-05,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1933.79,,,0.0,0.0,5.0,,2021-02-05
2021-02-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1936.81,,,0.0,0.0,5.0,,2021-02-08
2021-02-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1941.36,,,0.0,0.0,5.0,,2021-02-09
2021-02-10,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1943.96,,,0.0,0.0,5.0,,2021-02-10
2021-02-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1940.38,,,0.0,0.0,5.0,,2021-02-18
2021-02-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1941.65,,,0.0,0.0,5.0,,2021-02-19
2021-02-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1940.32,,,0.0,0.0,5.0,,2021-02-22
2021-02-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1941.65,,,0.0,0.0,5.0,,2021-02-23
2021-02-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1939.75,,,0.0,0.0,5.0,,2021-02-24
2021-02-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1938.09,,,0.0,0.0,5.0,,2021-02-25
2021-02-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1932.81,,,0.0,0.0,5.0,,2021-02-26
2021-03-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1935.61,,,0.0,0.0,5.0,,2021-03-01
2021-03-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1933.04,,,0.0,0.0,5.0,,2021-03-02
2021-03-03,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1935.83,,,0.0,0.0,5.0,,2021-03-03
2021-03-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1931.36,,,0.0,0.0,5.0,,2021-03-04
2021-03-05,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1930.66,,,0.0,0.0,5.0,,2021-03-05
2021-03-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1929.15,,,0.0,0.0,5.0,,2021-03-08
2021-03-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1925.5,,,0.0,0.0,5.0,,2021-03-09
2021-03-10,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1927.13,,,0.0,0.0,5.0,,2021-03-10
2021-03-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1931.28,,,0.0,0.0,5.0,,2021-03-11
2021-03-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1930.08,,,0.0,0.0,5.0,,2021-03-12
2021-03-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1929.15,,,0.0,0.0,5.0,,2021-03-15
2021-03-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1930.7,,,0.0,0.0,5.0,,2021-03-16
2021-03-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1932.21,,,0.0,0.0,5.0,,2021-03-17
2021-03-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1933.66,,,0.0,0.0,5.0,,2021-03-18
2021-03-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1931.62,,,0.0,0.0,5.0,,2021-03-19
2021-03-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1933.31,,,0.0,0.0,5.0,,2021-03-22
2021-03-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1932.43,,,0.0,0.0,5.0,,2021-03-23
2021-03-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1931.81,,,0.0,0.0,5.0,,2021-03-24
2021-03-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1932.6,,,0.0,0.0,5.0,,2021-03-25
2021-03-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1934.96,,,0.0,0.0,5.0,,2021-03-26
2021-03-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1935.48,,,0.0,0.0,5.0,,2021-03-29
2021-03-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1935.24,,,0.0,0.0,5.0,,2021-03-30
2021-03-31,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1933.64,,,0.0,0.0,5.0,,2021-03-31
2021-04-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1937.49,,,0.0,0.0,5.0,,2021-04-01
2021-04-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1940.11,,,0.0,0.0,5.0,,2021-04-02
2021-04-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1939.29,,,0.0,0.0,5.0,,2021-04-06
2021-04-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1939.34,,,0.0,0.0,5.0,,2021-04-07
2021-04-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1939.67,,,0.0,0.0,5.0,,2021-04-08
2021-04-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1939.61,,,0.0,0.0,5.0,,2021-04-09
2021-04-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1937.88,,,0.0,0.0,5.0,,2021-04-12
2021-04-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1938.3,,,0.0,0.0,5.0,,2021-04-13
2021-04-14,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1941.07,,,0.0,0.0,5.0,,2021-04-14
2021-04-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1941.01,,,0.0,0.0,5.0,,2021-04-15
2021-04-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1942.71,,,0.0,0.0,5.0,,2021-04-16
2021-04-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1947.02,,,0.0,0.0,5.0,,2021-04-19
2021-04-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1947.05,,,0.0,0.0,5.0,,2021-04-20
2021-04-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1949.04,,,0.0,0.0,5.0,,2021-04-21
2021-04-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1949.43,,,0.0,0.0,5.0,,2021-04-22
2021-04-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1950.24,,,0.0,0.0,5.0,,2021-04-23
2021-04-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1948.06,,,0.0,0.0,5.0,,2021-04-26
2021-04-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1948.03,,,0.0,0.0,5.0,,2021-04-27
2021-04-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1948.75,,,0.0,0.0,5.0,,2021-04-28
2021-04-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1950.25,,,0.0,0.0,5.0,,2021-04-29
2021-04-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1950.21,,,0.0,0.0,5.0,,2021-04-30
2021-05-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1952.27,,,0.0,0.0,5.0,,2021-05-06
2021-05-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1953.05,,,0.0,0.0,5.0,,2021-05-07
2021-05-10,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1954.52,,,0.0,0.0,5.0,,2021-05-10
2021-05-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1955.81,,,0.0,0.0,5.0,,2021-05-11
2021-05-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1957.57,,,0.0,0.0,5.0,,2021-05-12
2021-05-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1955.36,,,0.0,0.0,5.0,,2021-05-13
2021-05-14,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1959.14,,,0.0,0.0,5.0,,2021-05-14
2021-05-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1962.11,,,0.0,0.0,5.0,,2021-05-17
2021-05-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1963.08,,,0.0,0.0,5.0,,2021-05-18
2021-05-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1964.17,,,0.0,0.0,5.0,,2021-05-19
2021-05-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1965.18,,,0.0,0.0,5.0,,2021-05-20
2021-05-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1965.59,,,0.0,0.0,5.0,,2021-05-21
2021-05-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1966.97,,,0.0,0.0,5.0,,2021-05-24
2021-05-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1969.54,,,0.0,0.0,5.0,,2021-05-25
2021-05-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1971.75,,,0.0,0.0,5.0,,2021-05-26
2021-05-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1971.42,,,0.0,0.0,5.0,,2021-05-27
2021-05-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1969.94,,,0.0,0.0,5.0,,2021-05-28
2021-05-31,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1971.96,,,0.0,0.0,5.0,,2021-05-31
2021-06-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1973.68,,,0.0,0.0,5.0,,2021-06-01
2021-06-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1970.25,,,0.0,0.0,5.0,,2021-06-02
2021-06-03,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1969.22,,,0.0,0.0,5.0,,2021-06-03
2021-06-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1967.88,,,0.0,0.0,5.0,,2021-06-04
2021-06-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1967.28,,,0.0,0.0,5.0,,2021-06-07
2021-06-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1966.47,,,0.0,0.0,5.0,,2021-06-08
2021-06-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1966.36,,,0.0,0.0,5.0,,2021-06-09
2021-06-10,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1967.74,,,0.0,0.0,5.0,,2021-06-10
2021-06-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1967.48,,,0.0,0.0,5.0,,2021-06-11
2021-06-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1964.95,,,0.0,0.0,5.0,,2021-06-15
2021-06-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1963.49,,,0.0,0.0,5.0,,2021-06-16
2021-06-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1961.93,,,0.0,0.0,5.0,,2021-06-17
2021-06-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1961.19,,,0.0,0.0,5.0,,2021-06-18
2021-06-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1963.24,,,0.0,0.0,5.0,,2021-06-21
2021-06-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1964.12,,,0.0,0.0,5.0,,2021-06-22
2021-06-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1965.48,,,0.0,0.0,5.0,,2021-06-23
2021-06-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1965.55,,,0.0,0.0,5.0,,2021-06-24
2021-06-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1967.04,,,0.0,0.0,5.0,,2021-06-25
2021-06-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1968.02,,,0.0,0.0,5.0,,2021-06-28
2021-06-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1966.83,,,0.0,0.0,5.0,,2021-06-29
2021-06-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1967.28,,,0.0,0.0,5.0,,2021-06-30
2021-07-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1968.35,,,0.0,0.0,5.0,,2021-07-01
2021-07-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1967.59,,,0.0,0.0,5.0,,2021-07-02
2021-07-05,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1969.53,,,0.0,0.0,5.0,,2021-07-05
2021-07-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1970.88,,,0.0,0.0,5.0,,2021-07-06
2021-07-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1972.66,,,0.0,0.0,5.0,,2021-07-07
2021-07-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1976.09,,,0.0,0.0,5.0,,2021-07-08
2021-07-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1976.82,,,0.0,0.0,5.0,,2021-07-09
2021-07-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1981.16,,,0.0,0.0,5.0,,2021-07-12
2021-07-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1983.84,,,0.0,0.0,5.0,,2021-07-13
2021-07-14,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1984.77,,,0.0,0.0,5.0,,2021-07-14
2021-07-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1985.93,,,0.0,0.0,5.0,,2021-07-15
2021-07-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1986.52,,,0.0,0.0,5.0,,2021-07-16
2021-07-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1986.17,,,0.0,0.0,5.0,,2021-07-19
2021-07-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1987.74,,,0.0,0.0,5.0,,2021-07-20
2021-07-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1989.51,,,0.0,0.0,5.0,,2021-07-21
2021-07-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1989.75,,,0.0,0.0,5.0,,2021-07-22
2021-07-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1990.49,,,0.0,0.0,5.0,,2021-07-23
2021-07-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1990.39,,,0.0,0.0,5.0,,2021-07-26
2021-07-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1985.77,,,0.0,0.0,5.0,,2021-07-27
2021-07-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1985.82,,,0.0,0.0,5.0,,2021-07-28
2021-07-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1988.46,,,0.0,0.0,5.0,,2021-07-29
2021-07-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1990.52,,,0.0,0.0,5.0,,2021-07-30
2021-08-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1993.23,,,0.0,0.0,5.0,,2021-08-02
2021-08-03,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1992.44,,,0.0,0.0,5.0,,2021-08-03
2021-08-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1993.87,,,0.0,0.0,5.0,,2021-08-04
2021-08-05,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1994.66,,,0.0,0.0,5.0,,2021-08-05
2021-08-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1993.66,,,0.0,0.0,5.0,,2021-08-06
2021-08-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1990.36,,,0.0,0.0,5.0,,2021-08-09
2021-08-10,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1990.65,,,0.0,0.0,5.0,,2021-08-10
2021-08-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1989.77,,,0.0,0.0,5.0,,2021-08-11
2021-08-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1990.76,,,0.0,0.0,5.0,,2021-08-12
2021-08-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1991.07,,,0.0,0.0,5.0,,2021-08-13
2021-08-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1991.52,,,0.0,0.0,5.0,,2021-08-16
2021-08-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1990.75,,,0.0,0.0,5.0,,2021-08-17
2021-08-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1992.77,,,0.0,0.0,5.0,,2021-08-18
2021-08-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1992.81,,,0.0,0.0,5.0,,2021-08-19
2021-08-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1992.0,,,0.0,0.0,5.0,,2021-08-20
2021-08-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1992.87,,,0.0,0.0,5.0,,2021-08-23
2021-08-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1994.88,,,0.0,0.0,5.0,,2021-08-24
2021-08-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1995.6,,,0.0,0.0,5.0,,2021-08-25
2021-08-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1992.91,,,0.0,0.0,5.0,,2021-08-26
2021-08-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1994.69,,,0.0,0.0,5.0,,2021-08-27
2021-08-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1996.04,,,0.0,0.0,5.0,,2021-08-30
2021-08-31,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1996.42,,,0.0,0.0,5.0,,2021-08-31
2021-09-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1998.22,,,0.0,0.0,5.0,,2021-09-01
2021-09-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1998.99,,,0.0,0.0,5.0,,2021-09-02
