日期,指数代码,指数中文全称,指数中文简称,指数英文全称,指数英文简称,开盘,最高,最低,收盘,涨跌,涨跌幅,成交量,成交金额,样本数量,滚动市盈率,date
2018-12-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1707.51,,,0.0,0.0,5.0,,2018-12-28
2019-01-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1710.47,,,0.0,0.0,5.0,,2019-01-02
2019-01-03,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1715.14,,,0.0,0.0,5.0,,2019-01-03
2019-01-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1716.84,,,0.0,0.0,5.0,,2019-01-04
2019-01-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1718.14,,,0.0,0.0,5.0,,2019-01-07
2019-01-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1718.01,,,0.0,0.0,5.0,,2019-01-08
2019-01-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1719.34,,,0.0,0.0,5.0,,2019-01-09
2019-01-10,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1720.44,,,0.0,0.0,5.0,,2019-01-10
2019-01-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1719.74,,,0.0,0.0,5.0,,2019-01-11
2019-01-14,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1719.85,,,0.0,0.0,5.0,,2019-01-14
2019-01-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1719.84,,,0.0,0.0,5.0,,2019-01-15
2019-01-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1719.93,,,0.0,0.0,5.0,,2019-01-16
2019-01-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1721.59,,,0.0,0.0,5.0,,2019-01-17
2019-01-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1722.68,,,0.0,0.0,5.0,,2019-01-18
2019-01-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1722.36,,,0.0,0.0,5.0,,2019-01-21
2019-01-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1721.09,,,0.0,0.0,5.0,,2019-01-22
2019-01-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1721.93,,,0.0,0.0,5.0,,2019-01-23
2019-01-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1722.41,,,0.0,0.0,5.0,,2019-01-24
2019-01-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1721.66,,,0.0,0.0,5.0,,2019-01-25
2019-01-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1723.54,,,0.0,0.0,5.0,,2019-01-28
2019-01-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1724.28,,,0.0,0.0,5.0,,2019-01-29
2019-01-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1724.92,,,0.0,0.0,5.0,,2019-01-30
2019-01-31,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1725.14,,,0.0,0.0,5.0,,2019-01-31
2019-02-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1728.14,,,0.0,0.0,5.0,,2019-02-01
2019-02-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1730.93,,,0.0,0.0,5.0,,2019-02-11
2019-02-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1733.17,,,0.0,0.0,5.0,,2019-02-12
2019-02-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1734.85,,,0.0,0.0,5.0,,2019-02-13
2019-02-14,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1735.03,,,0.0,0.0,5.0,,2019-02-14
2019-02-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1735.96,,,0.0,0.0,5.0,,2019-02-15
2019-02-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1739.71,,,0.0,0.0,5.0,,2019-02-18
2019-02-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1739.16,,,0.0,0.0,5.0,,2019-02-19
2019-02-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1740.78,,,0.0,0.0,5.0,,2019-02-20
2019-02-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1739.11,,,0.0,0.0,5.0,,2019-02-21
2019-02-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1739.08,,,0.0,0.0,5.0,,2019-02-22
2019-02-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1743.83,,,0.0,0.0,5.0,,2019-02-25
2019-02-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1740.6,,,0.0,0.0,5.0,,2019-02-26
2019-02-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1738.38,,,0.0,0.0,5.0,,2019-02-27
2019-02-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1737.34,,,0.0,0.0,5.0,,2019-02-28
2019-03-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1736.98,,,0.0,0.0,5.0,,2019-03-01
2019-03-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1734.18,,,0.0,0.0,5.0,,2019-03-04
2019-03-05,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1733.68,,,0.0,0.0,5.0,,2019-03-05
2019-03-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1735.42,,,0.0,0.0,5.0,,2019-03-06
2019-03-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1734.9,,,0.0,0.0,5.0,,2019-03-07
2019-03-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1735.14,,,0.0,0.0,5.0,,2019-03-08
2019-03-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1738.91,,,0.0,0.0,5.0,,2019-03-11
2019-03-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1739.85,,,0.0,0.0,5.0,,2019-03-12
2019-03-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1739.03,,,0.0,0.0,5.0,,2019-03-13
2019-03-14,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1737.34,,,0.0,0.0,5.0,,2019-03-14
2019-03-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1737.58,,,0.0,0.0,5.0,,2019-03-15
2019-03-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1739.5,,,0.0,0.0,5.0,,2019-03-18
2019-03-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1741.19,,,0.0,0.0,5.0,,2019-03-19
2019-03-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1740.84,,,0.0,0.0,5.0,,2019-03-20
2019-03-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1743.92,,,0.0,0.0,5.0,,2019-03-21
2019-03-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1744.33,,,0.0,0.0,5.0,,2019-03-22
2019-03-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1744.8,,,0.0,0.0,5.0,,2019-03-25
2019-03-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1744.63,,,0.0,0.0,5.0,,2019-03-26
2019-03-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1746.06,,,0.0,0.0,5.0,,2019-03-27
2019-03-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1745.42,,,0.0,0.0,5.0,,2019-03-28
2019-03-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1744.16,,,0.0,0.0,5.0,,2019-03-29
2019-04-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1746.02,,,0.0,0.0,5.0,,2019-04-01
2019-04-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1745.68,,,0.0,0.0,5.0,,2019-04-02
2019-04-03,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1745.4,,,0.0,0.0,5.0,,2019-04-03
2019-04-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1744.86,,,0.0,0.0,5.0,,2019-04-04
2019-04-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1745.08,,,0.0,0.0,5.0,,2019-04-08
2019-04-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1744.47,,,0.0,0.0,5.0,,2019-04-09
2019-04-10,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1744.18,,,0.0,0.0,5.0,,2019-04-10
2019-04-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1742.4,,,0.0,0.0,5.0,,2019-04-11
2019-04-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1740.49,,,0.0,0.0,5.0,,2019-04-12
2019-04-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1736.23,,,0.0,0.0,5.0,,2019-04-15
2019-04-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1736.61,,,0.0,0.0,5.0,,2019-04-16
2019-04-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1734.91,,,0.0,0.0,5.0,,2019-04-17
2019-04-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1733.37,,,0.0,0.0,5.0,,2019-04-18
2019-04-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1736.49,,,0.0,0.0,5.0,,2019-04-19
2019-04-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1735.19,,,0.0,0.0,5.0,,2019-04-22
2019-04-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1732.4,,,0.0,0.0,5.0,,2019-04-23
2019-04-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1732.22,,,0.0,0.0,5.0,,2019-04-24
2019-04-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1730.79,,,0.0,0.0,5.0,,2019-04-25
2019-04-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1730.96,,,0.0,0.0,5.0,,2019-04-26
2019-04-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1729.64,,,0.0,0.0,5.0,,2019-04-29
2019-04-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1731.61,,,0.0,0.0,5.0,,2019-04-30
2019-05-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1730.17,,,0.0,0.0,5.0,,2019-05-06
2019-05-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1732.11,,,0.0,0.0,5.0,,2019-05-07
2019-05-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1733.17,,,0.0,0.0,5.0,,2019-05-08
2019-05-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1733.73,,,0.0,0.0,5.0,,2019-05-09
2019-05-10,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1737.13,,,0.0,0.0,5.0,,2019-05-10
2019-05-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1738.74,,,0.0,0.0,5.0,,2019-05-13
2019-05-14,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1742.17,,,0.0,0.0,5.0,,2019-05-14
2019-05-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1742.48,,,0.0,0.0,5.0,,2019-05-15
2019-05-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1744.91,,,0.0,0.0,5.0,,2019-05-16
2019-05-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1742.98,,,0.0,0.0,5.0,,2019-05-17
2019-05-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1741.52,,,0.0,0.0,5.0,,2019-05-20
2019-05-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1742.68,,,0.0,0.0,5.0,,2019-05-21
2019-05-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1742.03,,,0.0,0.0,5.0,,2019-05-22
2019-05-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1741.32,,,0.0,0.0,5.0,,2019-05-23
2019-05-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1743.13,,,0.0,0.0,5.0,,2019-05-24
2019-05-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1744.16,,,0.0,0.0,5.0,,2019-05-27
2019-05-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1743.49,,,0.0,0.0,5.0,,2019-05-28
2019-05-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1745.09,,,0.0,0.0,5.0,,2019-05-29
2019-05-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1744.48,,,0.0,0.0,5.0,,2019-05-30
2019-05-31,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1748.24,,,0.0,0.0,5.0,,2019-05-31
2019-06-03,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1751.3,,,0.0,0.0,5.0,,2019-06-03
2019-06-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1753.79,,,0.0,0.0,5.0,,2019-06-04
2019-06-05,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1756.26,,,0.0,0.0,5.0,,2019-06-05
2019-06-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1755.29,,,0.0,0.0,5.0,,2019-06-06
2019-06-10,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1755.79,,,0.0,0.0,5.0,,2019-06-10
2019-06-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1756.24,,,0.0,0.0,5.0,,2019-06-11
2019-06-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1758.59,,,0.0,0.0,5.0,,2019-06-12
2019-06-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1759.14,,,0.0,0.0,5.0,,2019-06-13
2019-06-14,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1762.18,,,0.0,0.0,5.0,,2019-06-14
2019-06-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1759.9,,,0.0,0.0,5.0,,2019-06-17
2019-06-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1762.15,,,0.0,0.0,5.0,,2019-06-18
2019-06-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1762.2,,,0.0,0.0,5.0,,2019-06-19
2019-06-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1769.26,,,0.0,0.0,5.0,,2019-06-20
2019-06-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1772.29,,,0.0,0.0,5.0,,2019-06-21
2019-06-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1774.61,,,0.0,0.0,5.0,,2019-06-24
2019-06-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1779.22,,,0.0,0.0,5.0,,2019-06-25
2019-06-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1775.32,,,0.0,0.0,5.0,,2019-06-26
2019-06-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1776.09,,,0.0,0.0,5.0,,2019-06-27
2019-06-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1776.56,,,0.0,0.0,5.0,,2019-06-28
2019-07-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1774.52,,,0.0,0.0,5.0,,2019-07-01
2019-07-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1777.62,,,0.0,0.0,5.0,,2019-07-02
2019-07-03,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1784.48,,,0.0,0.0,5.0,,2019-07-03
2019-07-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1783.13,,,0.0,0.0,5.0,,2019-07-04
2019-07-05,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1784.04,,,0.0,0.0,5.0,,2019-07-05
2019-07-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1781.05,,,0.0,0.0,5.0,,2019-07-08
2019-07-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1778.93,,,0.0,0.0,5.0,,2019-07-09
2019-07-10,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1778.93,,,0.0,0.0,5.0,,2019-07-10
2019-07-11,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1783.23,,,0.0,0.0,5.0,,2019-07-11
2019-07-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1782.32,,,0.0,0.0,5.0,,2019-07-12
2019-07-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1784.34,,,0.0,0.0,5.0,,2019-07-15
2019-07-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1784.21,,,0.0,0.0,5.0,,2019-07-16
2019-07-17,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1782.96,,,0.0,0.0,5.0,,2019-07-17
2019-07-18,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1784.88,,,0.0,0.0,5.0,,2019-07-18
2019-07-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1788.92,,,0.0,0.0,5.0,,2019-07-19
2019-07-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1787.01,,,0.0,0.0,5.0,,2019-07-22
2019-07-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1786.18,,,0.0,0.0,5.0,,2019-07-23
2019-07-24,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1787.92,,,0.0,0.0,5.0,,2019-07-24
2019-07-25,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1788.73,,,0.0,0.0,5.0,,2019-07-25
2019-07-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1788.38,,,0.0,0.0,5.0,,2019-07-26
2019-07-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1788.67,,,0.0,0.0,5.0,,2019-07-29
2019-07-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1789.83,,,0.0,0.0,5.0,,2019-07-30
2019-07-31,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1791.12,,,0.0,0.0,5.0,,2019-07-31
2019-08-01,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1787.68,,,0.0,0.0,5.0,,2019-08-01
2019-08-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1793.8,,,0.0,0.0,5.0,,2019-08-02
2019-08-05,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1802.43,,,0.0,0.0,5.0,,2019-08-05
2019-08-06,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1803.1,,,0.0,0.0,5.0,,2019-08-06
2019-08-07,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1808.37,,,0.0,0.0,5.0,,2019-08-07
2019-08-08,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1810.94,,,0.0,0.0,5.0,,2019-08-08
2019-08-09,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1812.37,,,0.0,0.0,5.0,,2019-08-09
2019-08-12,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1812.56,,,0.0,0.0,5.0,,2019-08-12
2019-08-13,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1818.74,,,0.0,0.0,5.0,,2019-08-13
2019-08-14,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1813.17,,,0.0,0.0,5.0,,2019-08-14
2019-08-15,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1816.85,,,0.0,0.0,5.0,,2019-08-15
2019-08-16,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1817.35,,,0.0,0.0,5.0,,2019-08-16
2019-08-19,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1818.06,,,0.0,0.0,5.0,,2019-08-19
2019-08-20,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1817.19,,,0.0,0.0,5.0,,2019-08-20
2019-08-21,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1817.3,,,0.0,0.0,5.0,,2019-08-21
2019-08-22,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1817.54,,,0.0,0.0,5.0,,2019-08-22
2019-08-23,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1817.58,,,0.0,0.0,5.0,,2019-08-23
2019-08-26,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1826.32,,,0.0,0.0,5.0,,2019-08-26
2019-08-27,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1827.76,,,0.0,0.0,5.0,,2019-08-27
2019-08-28,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1827.59,,,0.0,0.0,5.0,,2019-08-28
2019-08-29,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1830.52,,,0.0,0.0,5.0,,2019-08-29
2019-08-30,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1826.4,,,0.0,0.0,5.0,,2019-08-30
2019-09-02,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1826.91,,,0.0,0.0,5.0,,2019-09-02
2019-09-03,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1828.08,,,0.0,0.0,5.0,,2019-09-03
2019-09-04,930929,中证多资产风险平价指数,中证MARP,CSI Multi Asset Risk Parity Index,CSI MARP,,,,1829.84,,,0.0,0.0,5.0,,2019-09-04
